belongs_to_collection,release_date,title,vote_average
,1/1/1996,Fever Lake,2.8
,5/17/2014,The Owners,5
,7/16/2015,Heil,4.7
,2/2/2017,Smetto quando voglio: Masterclass,7.4
,7/1/1933,Mickey's Gala Premier,6
,5/14/1928,Plane Crazy,6.2
,2/1/2015,American Sharia,10
,1/8/2013,Secrets In The Snow,8
,5/12/2017,Shepherds and Butchers,6.9
,8/7/2014,The Swimmers,6
,9/1/2009,Cafe Noir,8.5
,7/23/2015,Red Wine in the Dark Night,3.3
,10/13/2006,Eternal Summer,5.1
,10/22/2015,Water Boyy,1
,2/17/2017,In Dubious Battle,5.6
,2/20/2016,Classmates,7.8
,3/20/2014,The Teacher's Diary,7.2
,5/25/2017,Berlin Syndrome,6
,1/26/2017,The Citizen,0
"{'id': 113589, 'name': 'The Hire', 'poster_path': '/1mniyf3qfmmsO8PkuDXgOCyoi6G.jpg', 'backdrop_path': '/24OjcsCZPv2GrcSnwmLTjWRODlE.jpg'}",10/23/2016,The Escape,7.2
,4/23/2016,Lemonade,8.8
,11/4/2016,Peter and the Farm,7.8
,10/7/2015,Préjudice,6.8
,7/1/2015,Peacock,0
"{'id': 174995, 'name': 'Boys Love Collection', 'poster_path': '/hcIyLrX2UKvhwMM3ksrKhiJ0RU6.jpg', 'backdrop_path': None}",8/1/2007,Boys Love Gekijouban,4.8
,9/18/2014,Dukhtar,6.4
,6/6/2015,Oriented,7
,5/5/2016,The Beginning of Life,8.6
,3/16/2013,When Hari Got Married,6
,9/12/2016,Beauties of the Night,7.6
,1/1/2005,Trudell,4.5
,10/1/2014,1-Oct,8
,11/21/2013,Faith Connections,4.2
,11/22/2016,Dark Fortune,0
,3/31/2017,All This Panic,0
,9/5/2013,Traitors,5
,4/18/2013,Flex Is Kings,6.3
,2/11/2015,The Clearstream Affair,5.9
,6/18/2016,The Tribe,5.3
,1/1/1981,The Falcon,4.8
,9/4/1983,The Story of the Voyages,5.4
,10/29/2015,Cat Sick Blues,6
,10/21/2011,Dear God No!,3.4
,3/16/2016,Edgar Allan Poe's Lighthouse Keeper,5.4
,10/3/2015,Even Lambs Have Teeth,5.8
,8/30/2005,The Origin of Stitch,6
,1/1/1977,A Tale of Sorrow and Sadness,6.7
,2/3/2017,Youth in Oregon,6.9
,3/13/2014,Monster,6.2
,11/9/2006,Love Me Not,6.9
,1/14/2016,Mood of the Day,7.3
,2/5/2005,1 Litre of Tears,7.7
,12/18/2010,Sketches of Kaitan City,5.5
,3/27/1999,Coquille,8.8
"{'id': 367092, 'name': ""Tada's Do-It-All Collection"", 'poster_path': None, 'backdrop_path': None}",4/22/2011,Tada's Do-It-All House,5.3
,8/2/2008,Children of the Dark,7
,6/7/2008,All Around Us,8.3
,10/8/2005,Hanging Garden,7.4
,5/24/2008,The Most Beautiful Night In The World,7.7
,9/15/2007,Life Can Be So Wonderful,0
,11/5/2011,Mitsuko Delivers,4.3
,6/17/2011,Tokyo Park,6
,11/18/2009,Cartagena,6.1
,6/1/2009,Be Sure to Share,6.5
,6/21/2009,Pornography: A Thriller,5.2
,3/17/2017,Song to Song,5.4
,1/22/2017,To the Bone,7.3
,2/14/2017,Girlfriend's Day,4.5
,12/29/2016,To Walk Invisible,7.8
,2/17/2017,Have a Nice Day,6
,3/2/2010,Higglety Pigglety Pop! or There Must Be More to Life,5
,12/2/2000,The Up in Smoke Tour,7.7
,10/30/2015,Clarisse or Something About Us,0
,2/17/2017,American Fable,6.3
,1/1/1998,Fögi Is a Bastard,5.9
,4/14/2012,You Can't Kill Stephen King,4.3
,7/13/2013,Coda,8.4
,2/14/2017,Katherine Ryan: In Trouble,6.8
,10/15/2016,Teenage Kicks,7.7
,7/15/1972,Continental Circus,7.3
,12/20/2016,Cam-Girl,1
,9/9/2012,Once Upon a Time Veronica,5.6
,10/15/2016,Almost Adults,6
,8/29/2014,Blondie's New York and the Making of Parallel Lines,3.9
,4/29/2015,A Sinner in Mecca,7.7
,1/26/2017,My Blind Date with Life,7.4
,6/17/2015,Through the Air,6.6
,10/11/2013,Girl in the Sunny Place,6.5
,1/19/2017,A Good Wife,7
,2/21/1984,Class Relations,7
,11/15/1973,Dream City,7.5
,2/24/2017,Spoor,7.6
,9/1/2017,God's Own Country,5.4
,4/6/2017,A Fantastic Woman,7.2
,2/15/2017,Colo,0
,11/5/2014,Image,4.3
,3/17/2006,What's a Human Anyway?,6.3
,,Winning Favour,0
,11/11/2014,Christmas on Salvation Street,6
,12/31/1993,White Wolves - A Cry in the Wild II,5.5
,10/1/1994,Teenage Mutant Ninja Turtles: We Wish You a Turtle Christmas,0
,1/20/2003,Peluca,7
,,Whn the day had no name,7
,3/3/2017,"Ana, My Love",0
,8/2/2017,Hostages,9
,1/1/1967,Far from Vietnam,5.6
,12/9/2016,Kill Ratio,3.9
,11/3/2016,Trash Fire,6.2
,1/10/2006,Everything Will Be OK,8.2
"{'id': 98077, 'name': 'Der Bockerer Collection', 'poster_path': '/3wPNJ7CglIK9vzKYD5qfrk0gDO0.jpg', 'backdrop_path': None}",11/13/1981,Bockerer,6.8
,2/17/2017,Lovesong,6.4
,10/1/2009,Gangs,4.4
,10/3/2006,Germany: A Summer's Fairytale,7.2
,3/4/2006,Dieter - The Movie,2.7
,1/3/2017,Jen Kirkman: Just Keep Livin',7.6
,11/18/2016,Colin Quinn: The New York Story,6.3
,9/16/2016,Cedric the Entertainer: Live from the Ville,7
,1/1/1966,Our Trip to Africa,6.9
,12/14/2016,The Fabulous Patars,6.8
,12/23/2015,As I Open My Eyes,7.3
,5/6/2013,Hôtel Normandy,4.9
,2/28/2016,The Fourth Annual 'On Cinema' Oscar Special,0
,1/1/2000,They Nest,4.7
,11/21/1948,Nuremberg: Its Lesson for Today,0
,2/19/2017,Major Grom,6.6
,7/31/2007,The Cradle,4.1
,1/1/1989,Offerings,4.8
,1/30/2017,Becoming Warren Buffett,7.4
,9/10/2015,Queen of Spades: The Dark Rite,5.3
,10/19/2016,Drifter,6.7
,9/26/2015,Follow,5.5
,2/10/2017,Everybody Loves Somebody,6.3
,9/30/2016,The Reconquest,4
,9/2/2016,Max Rose,5
,1/1/2016,Matt Besser: Besser Breaks The Record,0
,10/27/2015,Rory Scovel: The Charleston Special,8
,1/15/2016,Tony Hinchcliffe: One Shot,8.3
,1/23/2016,Whitney Cummings: I'm Your Girlfriend,6
,2/19/2016,Alonzo Bodden: Historically Incorrect,8
,2/26/2016,Theo Von: No Offense,7.7
,3/20/2016,Steve-O: Guilty as Charged,6.2
,3/21/2016,Stephen Lynch: Hello Kalamazoo,10
,3/24/2016,Cameron Esposito: Marriage Material,7
,3/18/2016,Frankie Boyle: Hurt Like You've Never Been Loved,10
,4/9/2016,Nikki Glaser: Perfect,7
,4/23/2016,Rachel Feinstein: Only Whores Wear Purple,0
,4/30/2016,Chris Hardwick: Funcomfortable,7
,5/1/2016,Gary Gulman: It's About Time,7.7
,5/13/2016,Michael Ian Black: Noted Expert,7.7
,5/20/2016,Brad Williams: Daddy Issues,9
,6/2/2016,Quincy Jones: Burning the Light,6
,6/3/2016,Ben Gleib: Neurotic Gangster,0
,7/1/2016,Willie Barcena: The Truth Hurts,0
,7/26/2016,Josh Blue: Delete,1
,8/12/2016,Godfrey: Regular Black,0
,9/9/2016,Martin Lawrence Doin’ Time,6.3
,9/15/2016,Doug Stanhope: No Place Like Home,6.7
,10/1/2016,Sebastian Maniscalco: Why Would You Do That?,10
,10/7/2016,Lewis Black: Black to the Future,6
,10/20/2016,Jena Friedman: American Cunt,0
,10/21/2016,Wanda Sykes: What Happened… Ms. Sykes?,0
,10/23/2016,Barry Crimmins: Whatever Threatens You,0
,10/27/2016,Janeane Garofalo: If I May,8
,10/29/2016,Pete Davidson: SMD,5
,11/3/2016,Mo Mandel: Negative Reinforcement,0
,11/10/2016,Kathleen Madigan: Bothering Jesus,6
,11/17/2016,Dan Levy: Lion,0
,11/24/2016,Aries Spears: Comedy Blueprint,0
,12/2/2016,Tony Roberts: Motorcity Motormouth,7
,12/8/2016,Joey Coco Diaz: Sociably UnAcceptable,0
,12/9/2016,Tom Papa: Human Mule,8
,12/22/2016,Nick Thune: Good Guy,0
,12/29/2016,Ian Harvie: May the Best Cock Win,0
,3/16/2016,Ogres,7.3
,1/1/2007,Missing,4.3
,2/1/2017,R.A.I.D. Special Unit,5.8
,1/25/2016,Pre Vis Action,6.2
,9/23/2016,My Entire High School Sinking Into the Sea,8.2
,10/1/2006,El cimarrón,5
,1/1/1973,Savage Abduction,5.5
,10/14/2016,Gantz:O,7.2
,10/25/1946,The Strange Woman,6.7
,12/26/1950,The Man Who Cheated Himself,5.9
,2/18/2017,Britney Ever After,2.8
,2/14/1941,The Little Whirlwind,5.4
,2/24/2006,Game Over,7.2
,7/15/2008,The Roommate,6
,11/13/2014,Cart,6.8
,3/14/2014,The Silent Mountain,6.3
,11/20/2011,Ballroom Dancer,5
,9/29/2016,Indivisible,7
,7/22/2016,Mr. Pig,6.1
,9/17/2016,Sister Cities,7.5
,8/29/2015,Emily & Tim,7.3
,4/30/2016,Magicians: Life in the Impossible,6.6
,3/12/2015,Journey,0
,10/14/2002,Lust in the Mummy's Tomb,0
,1/20/2009,Paris by Night of the Living Dead,5.4
,11/9/2006,Dynamite Warrior,5.5
,8/9/2006,Mercury Man,4.3
"{'id': 119240, 'name': 'The Joys of Torture Series', 'poster_path': None, 'backdrop_path': None}",9/28/1968,Shogun's Joys of Torture,6.8
,6/25/1982,White Rose Campus: Then... Everybody Gets Raped,4.7
,10/7/2005,The Strange Saga of Hiroshi the Freeloading Sex Machine,5.9
,1/1/2009,Shyness Machine Girl,4.7
,9/30/2006,Yo-Yo Girl Cop,5.3
,1/1/2006,Lethal Angels,5
,11/20/2004,Lunch Box,2.5
,7/25/2009,Malibu Shark Attack,3.8
,12/25/2007,The Girls Rebel Force of Competitive Swimmers,4.9
,12/14/1994,Cage II: The Arena of Death,2
,4/12/2008,Make-Out with Violence,5.7
,11/16/2010,Lure: Teen Fight Club,3
,10/14/2016,Priceless,6.2
,2/10/2017,"Nick Cannon: Stand Up, Don't Shoot",7
,9/20/2001,Ayurveda: Art of Being,5.5
,5/20/2016,Departure,7.2
,3/3/2017,Fair Haven,6.3
,10/6/2015,Akron,6.9
,11/14/2015,Parched,8.5
,4/24/2014,10 Minutes,7.5
,10/18/1969,Invasion,8
,1/21/2017,Oklahoma City,6.4
,5/18/2016,Fanny's Journey,6.9
,4/1/2016,Tonight It's You,6
,3/22/2014,Tonight It's Me,6
,1/1/1973,The Order,6.5
,1894-09-23,Buffalo Dance,3.8
,7/21/1990,Kung Fu Vs. Acrobatic,6
,7/1/2016,Once Upon a Line,8
,5/19/2016,Happy End,8.3
,2/10/2017,Asteria,6.7
"{'id': 114374, 'name': 'Fist of the North Star: The Legends of the True Savior', 'poster_path': '/mZujROFuRvGjSzl3MJOfQQvhtpa.jpg', 'backdrop_path': '/qvukxg0eB9kpHVKOBsr1lynoM94.jpg'}",3/11/2006,Fist of the North Star: Legend of Raoh - Chapter of Death in Love,6.5
"{'id': 114374, 'name': 'Fist of the North Star: The Legends of the True Savior', 'poster_path': '/mZujROFuRvGjSzl3MJOfQQvhtpa.jpg', 'backdrop_path': '/qvukxg0eB9kpHVKOBsr1lynoM94.jpg'}",2/23/2007,Fist of the North Star: Legend of Yuria,5.3
"{'id': 114374, 'name': 'Fist of the North Star: The Legends of the True Savior', 'poster_path': '/mZujROFuRvGjSzl3MJOfQQvhtpa.jpg', 'backdrop_path': '/qvukxg0eB9kpHVKOBsr1lynoM94.jpg'}",4/28/2007,Fist of the North Star: Legend of Raoh - Chapter of Fierce Fight,6.1
"{'id': 114374, 'name': 'Fist of the North Star: The Legends of the True Savior', 'poster_path': '/mZujROFuRvGjSzl3MJOfQQvhtpa.jpg', 'backdrop_path': '/qvukxg0eB9kpHVKOBsr1lynoM94.jpg'}",3/26/2008,Fist of the North Star: Legend of Toki,5.8
"{'id': 114374, 'name': 'Fist of the North Star: The Legends of the True Savior', 'poster_path': '/mZujROFuRvGjSzl3MJOfQQvhtpa.jpg', 'backdrop_path': '/qvukxg0eB9kpHVKOBsr1lynoM94.jpg'}",10/11/2008,Fist of the North Star: The Legend of Kenshiro,5.6
,2/15/2014,Enemy of the Reich: The Noor Inayat Khan Story,0
"{'id': 109079, 'name': 'Saint Seiya Collection', 'poster_path': '/kr1wCOIfZj2BYu9nJf35MSNtxxb.jpg', 'backdrop_path': '/zWtHU9NHNVfgdyCH8qqMCgrKdrI.jpg'}",2/14/2004,Saint Seiya Heaven Chapter: Overture,6.6
"{'id': 109079, 'name': 'Saint Seiya Collection', 'poster_path': '/kr1wCOIfZj2BYu9nJf35MSNtxxb.jpg', 'backdrop_path': '/zWtHU9NHNVfgdyCH8qqMCgrKdrI.jpg'}",7/18/1987,Saint Seiya: Evil Goddess Eris,5.8
"{'id': 109079, 'name': 'Saint Seiya Collection', 'poster_path': '/kr1wCOIfZj2BYu9nJf35MSNtxxb.jpg', 'backdrop_path': '/zWtHU9NHNVfgdyCH8qqMCgrKdrI.jpg'}",3/12/1988,Saint Seiya: The Heated Battle of the Gods,6.5
"{'id': 109079, 'name': 'Saint Seiya Collection', 'poster_path': '/kr1wCOIfZj2BYu9nJf35MSNtxxb.jpg', 'backdrop_path': '/zWtHU9NHNVfgdyCH8qqMCgrKdrI.jpg'}",7/23/1988,Saint Seiya: Legend of Crimson Youth,6.6
"{'id': 109079, 'name': 'Saint Seiya Collection', 'poster_path': '/kr1wCOIfZj2BYu9nJf35MSNtxxb.jpg', 'backdrop_path': '/zWtHU9NHNVfgdyCH8qqMCgrKdrI.jpg'}",3/18/1989,Saint Seiya: Warriors of the Final Holy Battle,5.8
,11/6/2016,Sing,7.7
,1/1/2016,Silent Nights,7
,5/18/2016,Timecode,8.6
,2/21/2016,Enemies Within,7
,2/17/2015,Nick Di Paolo: Another Senseless Killing,0
,1/16/2015,Gary Owen: I Agree With Myself,0
,1/31/2015,Mel Brooks: Live at the Geffen,8
,2/5/2015,Brian Gaar: Jokes I Wrote At Work,0
,2/13/2015,Andy Peters: Exclamation Mark Question Point,0
,2/17/2015,Barry Hilton: The Live Series,0
,2/21/2015,Keith Robinson: Back of the Bus Funny,0
,2/27/2015,Ralphie May: Unruly,0
,3/2/2015,Trevor Moore: High In Church,7.5
,3/14/2015,Jay Mohr: Happy. And A Lot.,0
,4/24/2015,Jim Norton: Contextually Inadequate,7.8
,4/28/2015,Nate Bargatze: Full Time Magic,8
,4/29/2015,Mick Foley: Cheap Pops,0
,5/8/2015,Brad Williams: Fun Size,8.5
,9/27/2014,Christopher Titus: Angry Pursuit of Happiness,10
,5/29/2015,Jim Breuer: Comic Frenzy,6
,5/25/2015,Nick Swardson: Taste It,10
,6/17/2015,Susan Calman: Lady Like,0
,6/26/2015,Lisa Lampanelli: Back to the Drawing Board,6.5
,7/11/2015,Bridget Everett: Gynecological Wonder,0
,8/1/2015,Jay Pharoah: Can I Be Me?,6.3
,8/22/2015,Natasha Leggero: Live at Bimbo's,7.7
,9/10/2015,Craig Ferguson: Just Being Honest,6.5
,9/17/2015,Jeff Dunham: Unhinged in Hollywood,5.9
,9/19/2015,Steve Rannazzisi: Breaking Dad,5
,9/25/2015,Margaret Cho: PsyCHO,0
,9/26/2015,Brian Regan: Live From Radio City Music Hall,8
,10/2/2015,Anjelah Johnson: Not Fancy,4.5
,10/6/2015,Jimmy Dore: Sentenced To Live,0
,10/10/2015,Paul F. Tompkins: Crying and Driving,8.3
,10/27/2015,Sarah Colonna: I Can't Feel My Legs,0
"{'id': 403161, 'name': 'Miles Jupp Standup Collection', 'poster_path': '/napEhC64unVaQylhzq7eFUwzwQY.jpg', 'backdrop_path': '/mKTV7JwIMDgZx6lC6qqO4k1BlIS.jpg'}",11/13/2015,Miles Jupp: Is The Chap You're Thinking Of,0
,11/16/2015,John Bishop Supersonic Live,7.5
,11/22/2015,Trevor Noah: Lost In Translation,8
,11/23/2015,Dara O'Briain Crowd Tickler,7
,11/23/2015,Kevin Bridges Live: A Whole Different Story,8.6
,12/4/2015,Marc Maron: More Later,8.1
,12/10/2015,Elliott Morgan: Premature,0
,12/18/2015,Mike Epps: Don't Take It Personal,6
,3/21/2013,Scavengers,2.7
,10/4/2014,Jerrod Carmichael: Love at the Store,7.5
,11/25/2014,Keith Lowell Jensen: Atheist Christmas,0
,5/15/2014,"Myq Kaplan: Small, Dork and Handsome",6.5
,7/11/2014,Kurt Metzger: White Precious,0
,4/13/2014,Tracy Morgan: Bona Fide,4.9
,11/21/2014,Joe Rogan: Rocky Mountain High,0
,8/16/2009,Greg Giraldo: Midlife Vices,5.8
,11/14/2014,Sebastian Maniscalco: Aren't You Embarrassed?,0
,10/2/2006,Robert Newman's History of Oil,4.3
"{'id': 132203, 'name': 'Alan Davies Collection', 'poster_path': None, 'backdrop_path': None}",11/6/1994,Alan Davies: Live at the Lyric,6
"{'id': 129626, 'name': 'The Pub Landlord Collection', 'poster_path': '/m3QvPq5j65dKgF0sB7RK6HPdc5k.jpg', 'backdrop_path': None}",11/22/2004,"Al Murray, The Pub Landlord - Glass of White Wine for the Lady",0
"{'id': 129407, 'name': 'John Pinette Collection', 'poster_path': '/aDajrzXXjyuD2ZFFOQoReTwSxkB.jpg', 'backdrop_path': '/aYEuK6HcHkS74qaQhC52RVjDqaR.jpg'}",1/25/2005,John Pinette: I Say Nay Nay,6.5
"{'id': 129407, 'name': 'John Pinette Collection', 'poster_path': '/aDajrzXXjyuD2ZFFOQoReTwSxkB.jpg', 'backdrop_path': '/aYEuK6HcHkS74qaQhC52RVjDqaR.jpg'}",1/23/2007,John Pinette: I'm Starvin'!,7.4
,11/18/2013,Micky Flanagan: Live - Back In The Game Tour,6.5
,3/8/2015,Trémulo,7.2
,10/22/2016,Don't Hang Up,5.7
,8/10/2017,The Glass Castle,6.5
,9/22/1950,Beautiful Vera,5
,3/18/1988,Petos,7
,10/21/2016,Mean Dreams,6.5
,12/30/2016,Banking on Bitcoin,7
,10/21/2016,The Void,5.8
,7/20/2006,Disaster!,4.6
,9/18/2015,Dartmoor Killing,5.8
,2/21/2017,Fare,4.8
,12/30/2013,The Thirteenth Tale,6
,11/21/2013,Eu Maior,6
,11/15/2015,Painkillers,4.2
,10/2/2015,The Apostate,5.6
,1/27/2017,Tom of Finland,7.5
,9/9/2016,Magnus,7.2
,2/6/2017,Deconstructing Sgt. Pepper's Lonely Hearts Club Band,0
,7/14/1988,Chicken and Duck Talk,7
,7/9/2007,NY77: The Coolest Year in Hell,8.6
,10/27/2016,Across the Waters,6.8
,11/10/1970,The Birch Wood,6.6
,11/7/1981,Escape from Segovia,6.5
,3/3/2017,Donald Cried,8
,9/9/2008,Zombies! Zombies! Zombies!,3.6
,2/16/2012,Kill Zombie!,4.7
,11/10/2006,Zombie Wars,4.2
,8/14/2013,Zombie Fever,1.5
,4/27/2017,Zombie Pizza,9.3
,10/27/2010,Zombie Christ,1
"{'id': 473843, 'name': 'Stake Land Collection', 'poster_path': '/xAwBPbxAlDnSqhHoDNGNXcsTpIO.jpg', 'backdrop_path': '/ejgCF5HlsM3FwxdgzdoEJ7tFN3C.jpg'}",10/14/2016,Stake Land II: The Stakelander,5.4
,1/25/2016,Sand Storm,5.2
,10/25/2016,Wolves,5.6
,4/6/2017,Their Finest,7.1
,3/10/2017,The Ottoman Lieutenant,6.5
,1/20/2017,Lady Macbeth,6.7
,3/10/2017,The Sense of an Ending,6.7
,10/19/2016,Personal Shopper,5.8
,8/5/2016,The Railroad Lady,7.5
,1/1/2000,Just a Question of Love,7.5
,7/15/2015,Wedding Doll,6.3
,6/13/2016,Window Horses,7.8
,2/4/1994,Love on Delivery,6.1
,1/20/2011,The Strange Ones,6.3
,7/13/2010,Goblin,5
,10/13/2015,River,7.9
,4/17/2016,Extremis,7.3
"{'id': 473845, 'name': 'Midnight Diner Collection', 'poster_path': '/6IIUCJRdxauYV9fIewly9I9tKWD.jpg', 'backdrop_path': '/v6ATYNxP6rZTUldHw3D3El0KpS6.jpg'}",11/10/2014,Midnight Diner,7.6
,9/28/2016,4.1 Miles,7.8
,9/23/2016,The Rolling Stones - Havana Moon,7
,3/31/2017,Carrie Pilby,7
,12/18/1991,The Jackpot!,6.2
,12/2/1992,La crise,7.7
,3/6/2015,For Better and Worse,3.1
,3/3/2017,The Institute,3.8
,9/19/2015,Lead with Your Heart,3
,2/23/2017,Internet - O Filme,4.2
,12/2/2013,Shame the Devil,3.5
,10/13/2016,Prey,5.9
,4/14/2016,Joe's Violin,6
,3/1/2017,Patients,7.4
,4/27/2016,The Assignment,4.9
,6/28/1988,Day of the Panther,4.2
,1/1/2007,FB: Fighting Beat,5.7
,8/3/1993,To Be the Best,9
"{'id': 384920, 'name': 'No Retreat, No Surrender Collection', 'poster_path': '/9vaAOb1OE3d4ELmAlF7bDuS6EEw.jpg', 'backdrop_path': None}",1/1/1995,Fists of Iron,4
,5/14/2009,Bangkok Adrenaline,4.8
,9/28/2004,Ramones: Raw,7
,11/10/2016,Fallen,5.9
,1/12/2012,Laughter of Others,7
"{'id': 429231, 'name': 'Tainá', 'poster_path': None, 'backdrop_path': None}",1/12/2001,Tainá: An Amazon Adventure,3.3
,5/2/2014,Men Are From Mars... And That’s Where I’m Going!,6.7
,1/8/2015,Loucas pra Casar,6.1
,8/16/2012,Yes or No 2,6.5
,10/4/2013,Mato sem Cachorro,5.5
,3/3/2017,The Shack,6.9
"{'id': 474022, 'name': 'Şevkat Yerimdar Serisi', 'poster_path': '/kjBg1r2tlq9kU846dXN0FTz1eK2.jpg', 'backdrop_path': '/8IN0XuFDZztD9OxkSuxXRjavl4n.jpg'}",10/25/2013,Şevkat Yerimdar,7.5
,6/24/2015,Sword of D'Artagnan,7.1
,10/1/2010,Some Dogs Bite,4.7
,1/19/2017,The Bride,5.1
,10/5/2016,Les Pépites,7
,10/15/1982,The Shimmering Beast,5
,3/22/2017,Life,6.3
,9/23/2007,Race to Mars,0
,7/12/2006,Lovely Complex,5.9
,3/23/2006,Pro Dia Nascer Feliz,6.3
,4/2/2010,Chico Xavier,6.9
,2/10/2011,Foster,6.7
,8/27/2013,National Geographic American Blackout,4.8
,8/27/2016,Don't Kill It,6.1
,9/1/1969,"Goto, Island of Love",8.3
,1/26/2017,Kaabil,8.1
"{'id': 433140, 'name': 'Zipi y Zape - Colección', 'poster_path': '/mUwOEnZ6WVrPGaaBfVZpkkSWwws.jpg', 'backdrop_path': None}",7/29/2016,Zip & Zap and the Captain's Island,5
,3/7/2017,The Raking,5.7
,1/20/2006,Bugcrush,6.8
,8/27/2016,Cruel Summer,6.5
,11/1/2015,The Sunshine Makers,7.4
,10/15/2016,The Lost City of Z,6.1
,4/28/2017,Sleight,5.8
"{'id': 280562, 'name': 'The Guyver Collection', 'poster_path': '/aFQPh9h951PSzecbl9LR2fiMTKo.jpg', 'backdrop_path': '/ksJkswAmkOYCuS3XqLzWtQzI1rI.jpg'}",4/20/1994,Guyver: Dark Hero,5.6
,1/1/1999,Robert Schimmel: Unprotected,8.5
,6/10/2000,Bill Maher: Be More Cynical,6.7
,1/12/1993,Denis Leary: No Cure for Cancer,7.1
,5/14/2011,Wyatt Cenac: Comedy Person,5.8
,5/19/2009,"Nick Swardson: Seriously, Who Farted?",6.3
,1/1/1996,Jon Stewart: Unleavened,0
,2/11/2016,Triumph’s Election Special 2016,0
,12/21/2012,Eugene Mirman: An Evening of Comedy in a Fake Underground Laboratory,0
,5/12/2013,"Pete Holmes: Nice Try, the Devil!",7.3
,3/3/2017,Kurt Braunohler: Trust Me,7
,10/26/2012,Moshe Kasher: Live in Oakland,7.2
,11/10/2012,Chris Hardwick: Mandroid,8.2
,5/30/2017,School's out,0
,1/29/2012,Rânia,5
,7/2/2014,School Dance,7.1
,12/7/2016,Two Is a Family,7.6
,10/2/2011,Prohibition,7.6
,2/14/2016,Decadence and Downfall: The Shah of Iran's Ultimate Party,7
,4/28/2017,Buster's Mal Heart,6.1
,9/14/2008,Tess of the D'Urbervilles,7.2
"{'id': 439596, 'name': 'Lavalantula Collection', 'poster_path': '/wadWF6SASXqBBpkSOjFHRZvhJRI.jpg', 'backdrop_path': '/zBuxwZNXVs2rNo60tNH8WrRL1PW.jpg'}",8/6/2016,2 Lava 2 Lantula!,5.1
,2/23/2003,LD 50 Lethal Dose,3
,1/18/2017,The King,7
,5/9/1979,Killer Nun,4.8
,3/1/2017,Ghosts of Darkness,6.6
,1/1/1994,Black Ice,6.6
,5/14/2016,If Cats Disappeared From the World,7.8
,7/8/2015,The Magic Mountain,7
,1/1/1990,The Mediator,5.3
,1/1/1980,Fish Heads,8
,3/23/2017,Power Rangers,6.3
"{'id': 135416, 'name': 'Prometheus Collection', 'poster_path': '/gMjiXB5dhV8nN77xXnhTIhARE7a.jpg', 'backdrop_path': '/cK83Pq8SJoeSTnLJucr8IWn35KF.jpg'}",5/9/2017,Alien: Covenant,5.7
,2/23/2017,Beata ignoranza,5.6
,12/12/1972,Bremer Freiheit,6.5
,1/9/1973,Jail Bait,7
,3/31/2017,Free Fire,6.3
,12/2/2016,The Other Half,6.9
,3/25/1999,Escape from Mars,5
,10/31/1978,Stranger in Our House,5
,2/18/2010,Rainer Werner Fassbinder's World on a Wire: Looking Ahead to Today,0
,7/1/1995,Shinjuku Boys,6.5
,1/26/2011,Angèle and Tony,6.8
,12/17/2014,Silvered Water,5
,6/12/2015,Austin to Boston,7.2
,11/10/2007,Southern Fried Bigfoot,0
,11/5/1978,Between Two Wars,0
,11/23/2012,Deseo,7.5
,1/1/2013,e-motion,8.5
,4/28/2017,Casting JonBenet,5.4
,4/26/2017,Django,6.5
,5/19/2016,Canola,7.8
,9/15/2016,The Vessel,5.3
,9/30/2016,Milton's Secret,6.3
,4/21/2016,God's Compass,9
,3/20/2016,The Passion,6.5
,3/7/2017,Amy Schumer: The Leather Special,4.3
,10/3/2012,Dead Man Talking,5.4
,11/6/2015,The Man in 3B,7
,10/18/2016,Halloweed,3.6
,11/1/1934,Doctor's Orders,0
,3/11/1962,The Prince and the Pauper,0
,9/26/1962,Almost Angels,5
,11/26/1962,The Amorous Prawn,0
,1/1/1986,The Importance of Being Earnest,4
,11/15/2012,Miguel San Miguel,6
,1/1/1986,As You See,5
,11/29/2013,Are We Ok?,6
,10/29/2014,Unutursam Fısılda,7.9
,3/10/2017,Unexpected Journey,0
,7/24/1937,Slaves in Bondage,1
,,Blindpassasjer,7
,11/5/2015,The Puppet Syndrome,7
,12/31/1964,The Yellow Rolls-Royce,4.9
,1/17/2013,The Strange Case of Wilhelm Reich,6
,10/3/2008,Next Floor,6.7
,4/18/2015,The Shaman,7.3
,8/6/1959,The Scapegoat,8
"{'id': 351667, 'name': 'Un éléphant ça trompe énormément', 'poster_path': '/68zFIZT8xzN4b2LoICzrwjaArEb.jpg', 'backdrop_path': None}",9/22/1976,An Elephant Can Be Extremely Deceptive,6.8
"{'id': 330075, 'name': 'Little Witch Academia Collection', 'poster_path': '/h7QRVD4oqpoS1eKzaCdxcq36FKc.jpg', 'backdrop_path': '/6unyFHjrCtPzY5e7iB7yvA6IDN9.jpg'}",7/3/2015,Little Witch Academia: The Enchanted Parade,7.3
,1/1/1999,Samurai X: Trust & Betrayal,7.7
"{'id': 47391, 'name': 'Sleepaway Camp Collection', 'poster_path': '/aDSw8Y7Rat8Q72oyzBRyTaAjMeO.jpg', 'backdrop_path': None}",10/31/1988,Sleepaway Camp II: Unhappy Campers,5.8
,1/1/1951,Penny Points to Paradise,5.5
,4/17/1972,A Day at the Beach,5
,5/5/2017,The Dinner,4.1
,2/17/2017,Wild Mouse,7
,1/1/2017,The Avenue,2.5
